description,final_state,total_flips,total_events
A coin is heads up. Francisca does not flip the coin. Sergio flips the coin. Adam flips the coin. Camille does not flip the coin. Rodrigo does not flip the coin. Emily does not flip the coin. Ellen flips the coin. Bart flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Mark does not flip the coin. Tom does not flip the coin. Andrea does not flip the coin. Ashley flips the coin. Ying does not flip the coin. Masahiro flips the coin. Angela does not flip the coin. Novi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yusuke does not flip the coin. Lin flips the coin. Adriana flips the coin. Rita does not flip the coin. Ying does not flip the coin. Wim flips the coin. Ryan flips the coin. Yoko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Doris does not flip the coin. Dwi flips the coin. Herry flips the coin. Agung flips the coin. Ben does not flip the coin. Claire does not flip the coin. Sara does not flip the coin. Puja does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Rachel does not flip the coin. Patricia does not flip the coin. Chris flips the coin. Katharina does not flip the coin. Gabriela does not flip the coin. Davide flips the coin. Ann flips the coin. Johann does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Bruno does not flip the coin. Wolfgang does not flip the coin. Jan does not flip the coin. Makoto does not flip the coin. Karla does not flip the coin. Gabriel does not flip the coin. Iwan flips the coin. Robert does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Riya does not flip the coin. Xu does not flip the coin. Wu flips the coin. Paulo does not flip the coin. Caroline does not flip the coin. Henny flips the coin. Naoki does not flip the coin. Vanessa flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Joe does not flip the coin. Rekha does not flip the coin. Julie flips the coin. Anne flips the coin. Ying flips the coin. Alessandro flips the coin. Maggie flips the coin. Sofie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Sam does not flip the coin. Cindy flips the coin. Agung does not flip the coin. Ivy does not flip the coin. Henk does not flip the coin. Lukas does not flip the coin. Christoph does not flip the coin. Anthony does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Gunawan flips the coin. Md flips the coin. Ajay does not flip the coin. Jan flips the coin. Made flips the coin. Francesca flips the coin. Sophie flips the coin. Manuel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Paul does not flip the coin. Matteo does not flip the coin. Manisha does not flip the coin. Silvia does not flip the coin. Budi does not flip the coin. Atsushi does not flip the coin. Wim does not flip the coin. Lei flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Ben flips the coin. Sergio does not flip the coin. Indra does not flip the coin. Matthias flips the coin. Paulo flips the coin. Bruno does not flip the coin. Kenji flips the coin. Giovanni does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Daisuke does not flip the coin. Jolanda flips the coin. Pooja does not flip the coin. Rachel flips the coin. Heru flips the coin. Joko does not flip the coin. Sabine flips the coin. Daniel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Rini flips the coin. Catherine does not flip the coin. Hiromi flips the coin. Vanessa does not flip the coin. Irwan does not flip the coin. Salvatore flips the coin. Diana does not flip the coin. Fenny does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Ying does not flip the coin. Esther flips the coin. Henny does not flip the coin. Novi does not flip the coin. Chen does not flip the coin. Gerhard does not flip the coin. Andri does not flip the coin. Sanne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Hiroyuki does not flip the coin. Jason does not flip the coin. Teresa flips the coin. Pooja does not flip the coin. Paul does not flip the coin. Kenji does not flip the coin. Diana flips the coin. Anja does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Ashley flips the coin. Anne does not flip the coin. Fenny flips the coin. Joko does not flip the coin. Henny flips the coin. David flips the coin. Mario does not flip the coin. Manuel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Jason flips the coin. Christine does not flip the coin. Alexander flips the coin. Anjali does not flip the coin. Sebastian flips the coin. Philippe flips the coin. Paul does not flip the coin. Andreas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Peng flips the coin. Allen flips the coin. Raj flips the coin. Dian does not flip the coin. Alejandra does not flip the coin. Stefania flips the coin. Hiroki flips the coin. Christine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Agung flips the coin. Sonia flips the coin. Marcel flips the coin. Novi flips the coin. Nicolas does not flip the coin. Xu flips the coin. Mari Carmen does not flip the coin. Adam does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Emily does not flip the coin. Ferry does not flip the coin. Julia does not flip the coin. Daisuke does not flip the coin. Sophie does not flip the coin. Luana does not flip the coin. Wu flips the coin. Mayumi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Antonella flips the coin. Satoshi flips the coin. Pablo does not flip the coin. Pierre does not flip the coin. Paulo does not flip the coin. Dominik does not flip the coin. Cathy does not flip the coin. Luc flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Giuseppe flips the coin. Katie does not flip the coin. Sophie does not flip the coin. Amy flips the coin. Ricardo flips the coin. Ryo does not flip the coin. Marc does not flip the coin. Sunil does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Jose does not flip the coin. Thierry does not flip the coin. Kaori does not flip the coin. Neha does not flip the coin. Ayu flips the coin. Hendra does not flip the coin. Anjali flips the coin. Riya does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Richard flips the coin. Hiromi flips the coin. Francesco does not flip the coin. Doris flips the coin. Hendra does not flip the coin. Miguel flips the coin. Sara does not flip the coin. José does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Novi does not flip the coin. Ben flips the coin. Sandra does not flip the coin. Olivier does not flip the coin. Anil flips the coin. Wei does not flip the coin. Chen flips the coin. Rob flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Aline flips the coin. Silvia does not flip the coin. Barbara flips the coin. Sebastian flips the coin. Anja flips the coin. Louise flips the coin. Claire flips the coin. Sergio flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Linda does not flip the coin. Masahiro flips the coin. Miguel flips the coin. Stefano flips the coin. Hendra does not flip the coin. Maggie does not flip the coin. Priyanka flips the coin. Alexandre flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Anneke flips the coin. Achmad does not flip the coin. Larissa does not flip the coin. Alexandre does not flip the coin. Brian flips the coin. Bambang flips the coin. Novi does not flip the coin. Nisha does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Raquel flips the coin. Zhang does not flip the coin. John flips the coin. Henny does not flip the coin. Monique flips the coin. Marine does not flip the coin. Fitri flips the coin. Joke flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Luca does not flip the coin. Akiko flips the coin. Olivier does not flip the coin. Takashi flips the coin. James flips the coin. Romain does not flip the coin. Raju flips the coin. Indah flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Sam does not flip the coin. Katie flips the coin. Gerhard does not flip the coin. Patrick does not flip the coin. Catherine does not flip the coin. Yang does not flip the coin. Md does not flip the coin. Rani does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Jesus does not flip the coin. Sven does not flip the coin. Kenji does not flip the coin. Karin flips the coin. Philippe flips the coin. Rakesh does not flip the coin. Christophe does not flip the coin. Pooja flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Patrick does not flip the coin. Marcia does not flip the coin. Massimo flips the coin. Philipp flips the coin. Fernanda does not flip the coin. Ying does not flip the coin. Zoe does not flip the coin. Bruna does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Stephanie does not flip the coin. Daniela does not flip the coin. Stefano flips the coin. Manoj does not flip the coin. Miki flips the coin. Paulo flips the coin. Paul flips the coin. Fernando does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Dennis does not flip the coin. Michelle flips the coin. Jessie flips the coin. Teguh does not flip the coin. Kevin flips the coin. Mamta does not flip the coin. Isabelle flips the coin. Sunil flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Pedro flips the coin. Chiara flips the coin. Kevin flips the coin. James does not flip the coin. Linda flips the coin. Mukesh flips the coin. Heike does not flip the coin. Wahyu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Pedro flips the coin. Liang flips the coin. Jorge does not flip the coin. Liu does not flip the coin. Gabriela flips the coin. Sue does not flip the coin. Paolo does not flip the coin. Jennifer flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Pilar does not flip the coin. Gunawan does not flip the coin. Erik does not flip the coin. Mamta does not flip the coin. Peter does not flip the coin. Bernhard flips the coin. Luciana does not flip the coin. Adriana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Brian flips the coin. Lin flips the coin. Christoph flips the coin. Amy flips the coin. Carine flips the coin. Luciana flips the coin. Santosh does not flip the coin. Nicole does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Gerhard flips the coin. Hannah flips the coin. Fitri does not flip the coin. Pilar flips the coin. Manuela flips the coin. Robert does not flip the coin. Hiroki flips the coin. Erik flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Doris does not flip the coin. Tom flips the coin. Anjali does not flip the coin. Sabine does not flip the coin. Chen flips the coin. Peng does not flip the coin. Ann flips the coin. Teguh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Mario does not flip the coin. Laurent does not flip the coin. Renate flips the coin. Birgit flips the coin. Michaela flips the coin. Karla does not flip the coin. Lei does not flip the coin. Federica flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Pedro does not flip the coin. Alessandro does not flip the coin. Elisabeth flips the coin. Julia does not flip the coin. Renate flips the coin. Sunil does not flip the coin. Pierre does not flip the coin. Santosh does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Caroline does not flip the coin. Michael does not flip the coin. Nisha does not flip the coin. Puja does not flip the coin. Valentina does not flip the coin. Ivy does not flip the coin. Ashley does not flip the coin. Romain flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Naoko flips the coin. Takuya flips the coin. Martin does not flip the coin. Miguel does not flip the coin. Budi does not flip the coin. Renate flips the coin. Riya does not flip the coin. Fabio flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Sam does not flip the coin. Richard does not flip the coin. Katie does not flip the coin. Wei flips the coin. Renate flips the coin. Michele flips the coin. Nicolas flips the coin. Carmen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Rajesh flips the coin. Larissa flips the coin. Rini flips the coin. Giovanni does not flip the coin. Guillaume does not flip the coin. Manju does not flip the coin. Lisa does not flip the coin. Teresa flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Nadine does not flip the coin. Philipp flips the coin. Hendra does not flip the coin. Esther does not flip the coin. Alejandra does not flip the coin. Ajay flips the coin. Ferry flips the coin. Sandra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Dominique does not flip the coin. Gerhard does not flip the coin. Joko does not flip the coin. Daniel does not flip the coin. Wolfgang does not flip the coin. Yoko flips the coin. Masahiro does not flip the coin. Massimo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Raju does not flip the coin. Kerstin does not flip the coin. Maxime flips the coin. Amy does not flip the coin. Puja flips the coin. Priyanka flips the coin. Vanessa does not flip the coin. Mike flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Anne does not flip the coin. Tracy does not flip the coin. Anja flips the coin. Xu flips the coin. Cindy does not flip the coin. Ingrid does not flip the coin. Nicolas flips the coin. Lupita does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Frank does not flip the coin. Christophe flips the coin. Daniela does not flip the coin. Sue flips the coin. Helen does not flip the coin. Karin does not flip the coin. Hiroyuki does not flip the coin. Bas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Stefan does not flip the coin. Michaela does not flip the coin. Peter flips the coin. Jolanda flips the coin. Vanessa does not flip the coin. Bruce flips the coin. Stefano does not flip the coin. Lukas does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Sven does not flip the coin. Anita does not flip the coin. Gunawan flips the coin. Nathalie flips the coin. Eduardo flips the coin. Bart does not flip the coin. Sonu flips the coin. Retno does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Stefan does not flip the coin. Poonam flips the coin. Kaori flips the coin. Yvonne does not flip the coin. Jun does not flip the coin. Lucas does not flip the coin. Priyanka flips the coin. Sherry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Ade flips the coin. Jorge flips the coin. Wu flips the coin. Melanie flips the coin. Zoe does not flip the coin. Brigitte does not flip the coin. Andrew flips the coin. Hiromi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Christoph does not flip the coin. Lupita does not flip the coin. Beatriz flips the coin. Rosa does not flip the coin. Susanne does not flip the coin. Audrey flips the coin. Carine flips the coin. Sabine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Rodrigo does not flip the coin. Sunita flips the coin. Yuki flips the coin. Yumi flips the coin. Hiroyuki flips the coin. Raju does not flip the coin. Josef does not flip the coin. Nadine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Sofie flips the coin. Ann does not flip the coin. Stefanie does not flip the coin. Martina does not flip the coin. Sandra does not flip the coin. Hiroki does not flip the coin. Gerhard flips the coin. Melissa flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Lisa does not flip the coin. Yoko does not flip the coin. Manuel flips the coin. Rahul flips the coin. Sunil flips the coin. Erik does not flip the coin. Allen flips the coin. Wei does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Wang does not flip the coin. Megumi does not flip the coin. Lei flips the coin. Li flips the coin. Susan flips the coin. Henny does not flip the coin. Philipp flips the coin. Fernando flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Zhang does not flip the coin. Christian flips the coin. Achmad flips the coin. Pablo does not flip the coin. Paula does not flip the coin. Patrick does not flip the coin. Priyanka does not flip the coin. Hiroshi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Brian does not flip the coin. Zhou does not flip the coin. Jeroen flips the coin. Adam flips the coin. Davide does not flip the coin. Manon does not flip the coin. Sarah flips the coin. Antonella does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Budi flips the coin. Rakesh does not flip the coin. Heru flips the coin. Wolfgang does not flip the coin. Christian flips the coin. Paolo does not flip the coin. Elizabeth flips the coin. Bruno does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jing flips the coin. Camille does not flip the coin. Bruna flips the coin. Akiko does not flip the coin. Eliane flips the coin. Ferry flips the coin. Cindy does not flip the coin. Seema flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Chantal flips the coin. Manfred flips the coin. Dwi flips the coin. Adriana flips the coin. Angela does not flip the coin. Stephanie does not flip the coin. Xu flips the coin. Pedro does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
